SampleID,ReferenceKey,DonorKey,DonorKnown,ConnGroup,Split
GTEX-NPJ8-0011-R1a-SM-33HCB,GTEx_v8_Hippocampus,GTEX-NPJ8,TRUE,2,Within-material training
GTEX-OHPN-0011-R1A-SM-2I5GB,GTEx_v8_Hippocampus,GTEX-OHPN,TRUE,2,Within-material training
GTEX-P44G-0011-R1A-SM-2I3FE,GTEx_v8_Hippocampus,GTEX-P44G,TRUE,2,Within-material training
GTEX-P44H-0011-R1A-SM-3NM8J,GTEx_v8_Hippocampus,GTEX-P44H,TRUE,2,Within-material test
GTEX-PVOW-0011-R1A-SM-32PL6,GTEx_v8_Hippocampus,GTEX-PVOW,TRUE,2,Within-material training
GTEX-PWO3-0011-R1A-SM-2I5EW,GTEx_v8_Hippocampus,GTEX-PWO3,TRUE,2,Within-material training
GTEX-Q2AG-0011-R1A-SM-2HMJI,GTEx_v8_Hippocampus,GTEX-Q2AG,TRUE,2,Within-material test
GTEX-QDT8-0011-R1A-SM-32PKS,GTEx_v8_Hippocampus,GTEX-QDT8,TRUE,2,Within-material test
GTEX-QMR6-0011-R1A-SM-32PKW,GTEx_v8_Hippocampus,GTEX-QMR6,TRUE,2,Within-material training
GTEX-QVJO-0011-R1A-SM-2S1QI,GTEx_v8_Hippocampus,GTEX-QVJO,TRUE,2,Within-material training
GTEX-QVUS-0011-R1A-SM-3GAD2,GTEx_v8_Hippocampus,GTEX-QVUS,TRUE,2,Within-material test
GTEX-R55E-0011-R1A-SM-2TC6N,GTEx_v8_Hippocampus,GTEX-R55E,TRUE,2,Within-material test
GTEX-RNOR-0011-R1A-SM-CNNP5,GTEx_v8_Hippocampus,GTEX-RNOR,TRUE,2,Within-material training
GTEX-S7SE-0011-R1A-SM-2XCDE,GTEx_v8_Hippocampus,GTEX-S7SE,TRUE,2,Within-material training
GTEX-T5JC-0011-R1A-SM-32PM6,GTEx_v8_Hippocampus,GTEX-T5JC,TRUE,2,Within-material training
GTEX-T6MN-0011-R1A-SM-32QOY,GTEx_v8_Hippocampus,GTEX-T6MN,TRUE,2,Within-material training
GTEX-TSE9-0011-R1A-SM-3DB7E,GTEx_v8_Hippocampus,GTEX-TSE9,TRUE,2,Within-material training
GTEX-UTHO-0011-R1A-SM-3GIJO,GTEx_v8_Hippocampus,GTEX-UTHO,TRUE,2,Within-material training
GTEX-WHSE-0011-R1A-SM-3P5ZK,GTEx_v8_Hippocampus,GTEX-WHSE,TRUE,2,Within-material training
GTEX-WL46-0011-R1A-SM-3LK6M,GTEx_v8_Hippocampus,GTEX-WL46,TRUE,2,Within-material training
GTEX-WVLH-0011-R1A-SM-4MVOK,GTEx_v8_Hippocampus,GTEX-WVLH,TRUE,2,Within-material training
GTEX-WWYW-0011-R1A-SM-3TW8G,GTEx_v8_Hippocampus,GTEX-WWYW,TRUE,2,Within-material training
GTEX-WZTO-0011-R1B-SM-3NMAR,GTEx_v8_Hippocampus,GTEX-WZTO,TRUE,2,Within-material training
GTEX-X4EP-0011-R1A-SM-3P624,GTEx_v8_Hippocampus,GTEX-X4EP,TRUE,2,Within-material training
GTEX-X4XX-0011-R1B-SM-3P622,GTEx_v8_Hippocampus,GTEX-X4XX,TRUE,2,Within-material training
GTEX-X585-0011-R1B-SM-46MVE,GTEx_v8_Hippocampus,GTEX-X585,TRUE,2,Within-material training
GTEX-XMD1-0011-R1A-SM-4AT4C,GTEx_v8_Hippocampus,GTEX-XMD1,TRUE,2,Within-material training
GTEX-Y8DK-0011-R1A-SM-4RGLO,GTEx_v8_Hippocampus,GTEX-Y8DK,TRUE,2,Within-material training
GTEX-YFC4-0011-R1a-SM-4V6EH,GTEx_v8_Hippocampus,GTEX-YFC4,TRUE,2,Within-material training
GTEX-YJ89-0011-R1a-SM-4RGLS,GTEx_v8_Hippocampus,GTEX-YJ89,TRUE,2,Within-material training
GTEX-ZAB4-0011-R1a-SM-4RGNO,GTEx_v8_Hippocampus,GTEX-ZAB4,TRUE,2,Within-material training
GTEX-ZDXO-0011-R1a-SM-4WKF4,GTEx_v8_Hippocampus,GTEX-ZDXO,TRUE,2,Within-material training
GTEX-ZE7O-0011-R1a-SM-57WDM,GTEx_v8_Hippocampus,GTEX-ZE7O,TRUE,2,Within-material training
GTEX-ZF28-0011-R1a-SM-4WWD1,GTEx_v8_Hippocampus,GTEX-ZF28,TRUE,2,Within-material test
GTEX-ZUA1-0011-R1a-SM-4YCE2,GTEx_v8_Hippocampus,GTEX-ZUA1,TRUE,2,Within-material training
GTEX-ZVZQ-0011-R1a-SM-57WBU,GTEx_v8_Hippocampus,GTEX-ZVZQ,TRUE,2,Within-material training
GTEX-111CU-0326-SM-5GZXO,GTEx_v8_Lung,GTEX-111CU,TRUE,2,Within-material training
GTEX-111FC-1126-SM-5GZWU,GTEx_v8_Lung,GTEX-111FC,TRUE,2,Within-material training
GTEX-111VG-0726-SM-5GIDC,GTEx_v8_Lung,GTEX-111VG,TRUE,2,Within-material test
GTEX-111YS-0626-SM-5GZXV,GTEx_v8_Lung,GTEX-111YS,TRUE,2,Within-material test
GTEX-1122O-0126-SM-5GICA,GTEx_v8_Lung,GTEX-1122O,TRUE,2,Within-material training
GTEX-1128S-0726-SM-5N9D6,GTEx_v8_Lung,GTEX-1128S,TRUE,2,Within-material training
GTEX-117YW-0526-SM-5H11C,GTEx_v8_Lung,GTEX-117YW,TRUE,2,Within-material test
GTEX-117YX-1326-SM-5H125,GTEx_v8_Lung,GTEX-117YX,TRUE,2,Within-material training
GTEX-11DXX-0626-SM-5Q5AG,GTEx_v8_Lung,GTEX-11DXX,TRUE,2,Within-material training
GTEX-11DXZ-0726-SM-5N9C4,GTEx_v8_Lung,GTEX-11DXZ,TRUE,2,Within-material training
GTEX-11DZ1-0426-SM-5H11A,GTEx_v8_Lung,GTEX-11DZ1,TRUE,2,Within-material test
GTEX-11EI6-0826-SM-5985V,GTEx_v8_Lung,GTEX-11EI6,TRUE,2,Within-material training
GTEX-11EMC-0126-SM-5EGKV,GTEx_v8_Lung,GTEX-11EMC,TRUE,2,Within-material training
GTEX-11EQ9-0226-SM-5A5JX,GTEx_v8_Lung,GTEX-11EQ9,TRUE,2,Within-material test
GTEX-11GSP-0726-SM-5986L,GTEx_v8_Lung,GTEX-11GSP,TRUE,2,Within-material training
GTEX-11I78-0126-SM-5HL6F,GTEx_v8_Lung,GTEX-11I78,TRUE,2,Within-material test
GTEX-11LCK-0426-SM-5A5M8,GTEx_v8_Lung,GTEX-11LCK,TRUE,2,Within-material training
GTEX-11NSD-0326-SM-5A5LS,GTEx_v8_Lung,GTEX-11NSD,TRUE,2,Within-material training
GTEX-11NUK-0826-SM-5HL4U,GTEx_v8_Lung,GTEX-11NUK,TRUE,2,Within-material training
GTEX-11NV4-1126-SM-5HL6J,GTEx_v8_Lung,GTEX-11NV4,TRUE,2,Within-material training
GTEX-11O72-1326-SM-5BC5A,GTEx_v8_Lung,GTEX-11O72,TRUE,2,Within-material training
GTEX-11OF3-1126-SM-5986C,GTEx_v8_Lung,GTEX-11OF3,TRUE,2,Within-material training
GTEX-11P7K-0326-SM-59871,GTEx_v8_Lung,GTEX-11P7K,TRUE,2,Within-material training
GTEX-11P81-0226-SM-5HL5M,GTEx_v8_Lung,GTEX-11P81,TRUE,2,Within-material test
GTEX-11PRG-0926-SM-5EGI8,GTEx_v8_Lung,GTEX-11PRG,TRUE,2,Within-material training
GTEX-11TT1-1626-SM-5EQL7,GTEx_v8_Lung,GTEX-11TT1,TRUE,2,Within-material training
GTEX-11TUW-0526-SM-5LU9A,GTEx_v8_Lung,GTEX-11TUW,TRUE,2,Within-material training
GTEX-11UD2-0726-SM-5EQ69,GTEx_v8_Lung,GTEX-11UD2,TRUE,2,Within-material training
GTEX-11WQC-0626-SM-5EQMF,GTEx_v8_Lung,GTEX-11WQC,TRUE,2,Within-material training
GTEX-11WQK-1226-SM-5GU5Z,GTEx_v8_Lung,GTEX-11WQK,TRUE,2,Within-material training
GTEX-11ZTS-1226-SM-5EQMQ,GTEx_v8_Lung,GTEX-11ZTS,TRUE,2,Within-material training
GTEX-11ZTT-0626-SM-5EQLM,GTEx_v8_Lung,GTEX-11ZTT,TRUE,2,Within-material test
GTEX-11ZUS-0126-SM-5EQM5,GTEx_v8_Lung,GTEX-11ZUS,TRUE,2,Within-material training
GTEX-11ZVC-0226-SM-731E8,GTEx_v8_Lung,GTEX-11ZVC,TRUE,2,Within-material test
GTEX-1211K-0826-SM-5FQUP,GTEx_v8_Lung,GTEX-1211K,TRUE,2,Within-material test
GTEX-1212Z-1026-SM-5EGJ8,GTEx_v8_Lung,GTEX-1212Z,TRUE,2,Within-material training
GTEX-12584-1426-SM-5EGJ9,GTEx_v8_Lung,GTEX-12584,TRUE,2,Within-material training
GTEX-12696-1026-SM-5FQUV,GTEx_v8_Lung,GTEX-12696,TRUE,2,Within-material training
GTEX-1269C-0926-SM-5FQSR,GTEx_v8_Lung,GTEX-1269C,TRUE,2,Within-material test
GTEX-12BJ1-1026-SM-5EGJA,GTEx_v8_Lung,GTEX-12BJ1,TRUE,2,Within-material training
GTEX-12KS4-0726-SM-5FQSX,GTEx_v8_Lung,GTEX-12KS4,TRUE,2,Within-material test
GTEX-12WSA-1026-SM-5EGHN,GTEx_v8_Lung,GTEX-12WSA,TRUE,2,Within-material training
GTEX-12WSD-0826-SM-5GCNE,GTEx_v8_Lung,GTEX-12WSD,TRUE,2,Within-material training
GTEX-12WSE-0826-SM-5S2VL,GTEx_v8_Lung,GTEX-12WSE,TRUE,2,Within-material training
GTEX-12WSG-5004-SM-7EPG9,GTEx_v8_Lung,GTEX-12WSG,TRUE,2,Within-material test
GTEX-12WSH-0126-SM-5GCO3,GTEx_v8_Lung,GTEX-12WSH,TRUE,2,Within-material training
GTEX-12WSI-0826-SM-5EGKD,GTEx_v8_Lung,GTEX-12WSI,TRUE,2,Within-material training
GTEX-12WSJ-0226-SM-5GCP7,GTEx_v8_Lung,GTEX-12WSJ,TRUE,2,Within-material training
GTEX-12WSK-0826-SM-5CVNP,GTEx_v8_Lung,GTEX-12WSK,TRUE,2,Within-material training
GTEX-12WSL-1026-SM-5CVNJ,GTEx_v8_Lung,GTEX-12WSL,TRUE,2,Within-material training
GTEX-12WSN-5004-SM-793CE,GTEx_v8_Lung,GTEX-12WSN,TRUE,2,Within-material training
GTEX-12ZZW-0926-SM-5LZUD,GTEx_v8_Lung,GTEX-12ZZW,TRUE,2,Within-material test
GTEX-12ZZY-0926-SM-5EQ6I,GTEx_v8_Lung,GTEX-12ZZY,TRUE,2,Within-material training
GTEX-13111-0426-SM-5DUXR,GTEx_v8_Lung,GTEX-13111,TRUE,2,Within-material training
GTEX-13113-5004-SM-79ONL,GTEx_v8_Lung,GTEX-13113,TRUE,2,Within-material training
GTEX-1313W-0926-SM-5EQ56,GTEx_v8_Lung,GTEX-1313W,TRUE,2,Within-material training
GTEX-131XE-0726-SM-5HL9K,GTEx_v8_Lung,GTEX-131XE,TRUE,2,Within-material training
GTEX-131XF-1026-SM-5BC6A,GTEx_v8_Lung,GTEX-131XF,TRUE,2,Within-material test
GTEX-131XH-0426-SM-5DUWU,GTEx_v8_Lung,GTEX-131XH,TRUE,2,Within-material training
GTEX-131XW-1126-SM-5EGK4,GTEx_v8_Lung,GTEX-131XW,TRUE,2,Within-material training
GTEX-131YS-0926-SM-5IJB9,GTEx_v8_Lung,GTEX-131YS,TRUE,2,Within-material training
GTEX-132NY-1226-SM-5PNVF,GTEx_v8_Lung,GTEX-132NY,TRUE,2,Within-material test
GTEX-132QS-0726-SM-5IJE9,GTEx_v8_Lung,GTEX-132QS,TRUE,2,Within-material training
GTEX-1339X-0626-SM-5IJER,GTEx_v8_Lung,GTEX-1339X,TRUE,2,Within-material training
GTEX-133LE-0526-SM-5N9EJ,GTEx_v8_Lung,GTEX-133LE,TRUE,2,Within-material training
GTEX-1399S-1726-SM-5L3DI,GTEx_v8_Lung,GTEX-1399S,TRUE,2,Within-material training
GTEX-1399U-0826-SM-5KM1P,GTEx_v8_Lung,GTEX-1399U,TRUE,2,Within-material training
GTEX-139T6-0426-SM-5IJEM,GTEx_v8_Lung,GTEX-139T6,TRUE,2,Within-material training
GTEX-139TT-0726-SM-5K7XW,GTEx_v8_Lung,GTEX-139TT,TRUE,2,Within-material test
GTEX-139UW-0226-SM-5K7WU,GTEx_v8_Lung,GTEX-139UW,TRUE,2,Within-material test
GTEX-139YR-0926-SM-5LZYB,GTEx_v8_Lung,GTEX-139YR,TRUE,2,Within-material test
GTEX-13CF3-0426-SM-5IJEU,GTEx_v8_Lung,GTEX-13CF3,TRUE,2,Within-material training
GTEX-13D11-0326-SM-5LZXX,GTEx_v8_Lung,GTEX-13D11,TRUE,2,Within-material training
GTEX-13FH7-1726-SM-5IJE7,GTEx_v8_Lung,GTEX-13FH7,TRUE,2,Within-material training
GTEX-13FHO-1026-SM-5KM1Q,GTEx_v8_Lung,GTEX-13FHO,TRUE,2,Within-material test
GTEX-13FHP-0726-SM-5K7YI,GTEx_v8_Lung,GTEX-13FHP,TRUE,2,Within-material training
GTEX-13FLV-0426-SM-5KLZA,GTEx_v8_Lung,GTEX-13FLV,TRUE,2,Within-material training
GTEX-13FTX-0326-SM-5J2NG,GTEx_v8_Lung,GTEX-13FTX,TRUE,2,Within-material training
GTEX-13FTY-0126-SM-5J2NZ,GTEx_v8_Lung,GTEX-13FTY,TRUE,2,Within-material training
GTEX-13FTZ-0526-SM-5IJCW,GTEx_v8_Lung,GTEX-13FTZ,TRUE,2,Within-material test
GTEX-13G51-0426-SM-5K7Z5,GTEx_v8_Lung,GTEX-13G51,TRUE,2,Within-material test
GTEX-13JUV-0526-SM-5K7XE,GTEx_v8_Lung,GTEX-13JUV,TRUE,2,Within-material training
GTEX-13JVG-1426-SM-5MR4W,GTEx_v8_Lung,GTEX-13JVG,TRUE,2,Within-material training
GTEX-13N11-0326-SM-5LUA3,GTEx_v8_Lung,GTEX-13N11,TRUE,2,Within-material training
GTEX-13N1W-0726-SM-5MR57,GTEx_v8_Lung,GTEX-13N1W,TRUE,2,Within-material training
GTEX-13N2G-0826-SM-5IJE6,GTEx_v8_Lung,GTEX-13N2G,TRUE,2,Within-material training
GTEX-13NYB-0626-SM-5MR47,GTEx_v8_Lung,GTEX-13NYB,TRUE,2,Within-material training
GTEX-13NYS-1626-SM-5J2MU,GTEx_v8_Lung,GTEX-13NYS,TRUE,2,Within-material training
GTEX-13NZ8-0326-SM-5L3DF,GTEx_v8_Lung,GTEX-13NZ8,TRUE,2,Within-material training
GTEX-13NZ9-0926-SM-5KM12,GTEx_v8_Lung,GTEX-13NZ9,TRUE,2,Within-material training
GTEX-13NZA-1426-SM-5KM4Y,GTEx_v8_Lung,GTEX-13NZA,TRUE,2,Within-material training
GTEX-13O21-3026-SM-5J2NI,GTEx_v8_Lung,GTEX-13O21,TRUE,2,Within-material training
GTEX-13O3O-0726-SM-5J1N7,GTEx_v8_Lung,GTEX-13O3O,TRUE,2,Within-material test
GTEX-13O3P-1026-SM-5N9E7,GTEx_v8_Lung,GTEX-13O3P,TRUE,2,Within-material training
GTEX-13O3Q-0526-SM-5KM18,GTEx_v8_Lung,GTEX-13O3Q,TRUE,2,Within-material training
GTEX-13O61-0726-SM-5J2MD,GTEx_v8_Lung,GTEX-13O61,TRUE,2,Within-material training
GTEX-13OVG-0326-SM-5KM57,GTEx_v8_Lung,GTEX-13OVG,TRUE,2,Within-material test
GTEX-13OVH-1026-SM-5J2NP,GTEx_v8_Lung,GTEX-13OVH,TRUE,2,Within-material training
GTEX-13OVJ-0726-SM-5KM1W,GTEx_v8_Lung,GTEX-13OVJ,TRUE,2,Within-material training
GTEX-13OVL-0626-SM-5KM13,GTEx_v8_Lung,GTEX-13OVL,TRUE,2,Within-material training
GTEX-13OW5-0726-SM-5KLZK,GTEx_v8_Lung,GTEX-13OW5,TRUE,2,Within-material training
GTEX-13OW6-0826-SM-5L3GA,GTEx_v8_Lung,GTEX-13OW6,TRUE,2,Within-material training
GTEX-13OW7-0926-SM-5L3EX,GTEx_v8_Lung,GTEX-13OW7,TRUE,2,Within-material training
GTEX-13OW8-1726-SM-5L3GO,GTEx_v8_Lung,GTEX-13OW8,TRUE,2,Within-material training
GTEX-13PL7-1726-SM-5J2NX,GTEx_v8_Lung,GTEX-13PL7,TRUE,2,Within-material training
GTEX-13PVQ-0926-SM-5IJFD,GTEx_v8_Lung,GTEX-13PVQ,TRUE,2,Within-material training
GTEX-13QBU-0726-SM-5J2OA,GTEx_v8_Lung,GTEX-13QBU,TRUE,2,Within-material test
GTEX-13QJ3-1026-SM-5QGQU,GTEx_v8_Lung,GTEX-13QJ3,TRUE,2,Within-material training
GTEX-13QJC-0526-SM-5RQKB,GTEx_v8_Lung,GTEX-13QJC,TRUE,2,Within-material training
GTEX-13RTJ-1126-SM-5S2UJ,GTEx_v8_Lung,GTEX-13RTJ,TRUE,2,Within-material training
GTEX-13S7M-2126-SM-5S2QR,GTEx_v8_Lung,GTEX-13S7M,TRUE,2,Within-material training
GTEX-13S86-0626-SM-5Q5E7,GTEx_v8_Lung,GTEX-13S86,TRUE,2,Within-material training
GTEX-13SLW-1226-SM-5S2Q7,GTEx_v8_Lung,GTEX-13SLW,TRUE,2,Within-material test
GTEX-13U4I-1426-SM-5J2M3,GTEx_v8_Lung,GTEX-13U4I,TRUE,2,Within-material test
GTEX-13VXT-1426-SM-5LU4B,GTEx_v8_Lung,GTEX-13VXT,TRUE,2,Within-material training
GTEX-13VXU-2726-SM-5LU4N,GTEx_v8_Lung,GTEX-13VXU,TRUE,2,Within-material training
GTEX-13W3W-0326-SM-731DS,GTEx_v8_Lung,GTEX-13W3W,TRUE,2,Within-material test
GTEX-13X6K-1626-SM-7EWCX,GTEx_v8_Lung,GTEX-13X6K,TRUE,2,Within-material training
GTEX-13YAN-1026-SM-5O9CF,GTEx_v8_Lung,GTEX-13YAN,TRUE,2,Within-material training
GTEX-144GM-0126-SM-5Q5AX,GTEx_v8_Lung,GTEX-144GM,TRUE,2,Within-material training
GTEX-144GN-0426-SM-5O9AP,GTEx_v8_Lung,GTEX-144GN,TRUE,2,Within-material training
GTEX-144GO-0226-SM-5LUB1,GTEx_v8_Lung,GTEX-144GO,TRUE,2,Within-material training
GTEX-145LS-1226-SM-5Q5D9,GTEx_v8_Lung,GTEX-145LS,TRUE,2,Within-material training
GTEX-145LT-0326-SM-5LUAD,GTEx_v8_Lung,GTEX-145LT,TRUE,2,Within-material test
GTEX-145LU-0526-SM-5O9AT,GTEx_v8_Lung,GTEX-145LU,TRUE,2,Within-material test
GTEX-145ME-0226-SM-5S2QN,GTEx_v8_Lung,GTEX-145ME,TRUE,2,Within-material training
GTEX-145MF-0726-SM-5Q5BT,GTEx_v8_Lung,GTEX-145MF,TRUE,2,Within-material training
GTEX-145MH-0626-SM-5NQAK,GTEx_v8_Lung,GTEX-145MH,TRUE,2,Within-material test
GTEX-145MN-0926-SM-5NQBT,GTEx_v8_Lung,GTEX-145MN,TRUE,2,Within-material training
GTEX-145MO-1326-SM-5Q5EF,GTEx_v8_Lung,GTEX-145MO,TRUE,2,Within-material training
GTEX-146FH-1226-SM-5NQB6,GTEx_v8_Lung,GTEX-146FH,TRUE,2,Within-material training
GTEX-146FQ-0926-SM-5LUAV,GTEx_v8_Lung,GTEX-146FQ,TRUE,2,Within-material test
GTEX-1477Z-0626-SM-5NQB7,GTEx_v8_Lung,GTEX-1477Z,TRUE,2,Within-material training
GTEX-147F3-0726-SM-5NQ9U,GTEx_v8_Lung,GTEX-147F3,TRUE,2,Within-material training
GTEX-147F4-0926-SM-5Q5EO,GTEx_v8_Lung,GTEX-147F4,TRUE,2,Within-material training
GTEX-147GR-1226-SM-5TDCL,GTEx_v8_Lung,GTEX-147GR,TRUE,2,Within-material training
GTEX-147JS-1226-SM-5RQK4,GTEx_v8_Lung,GTEX-147JS,TRUE,2,Within-material training
GTEX-148VI-0226-SM-5RQKA,GTEx_v8_Lung,GTEX-148VI,TRUE,2,Within-material training
GTEX-148VJ-0826-SM-5LU8V,GTEx_v8_Lung,GTEX-148VJ,TRUE,2,Within-material training
GTEX-1497J-0326-SM-5Q5CN,GTEx_v8_Lung,GTEX-1497J,TRUE,2,Within-material training
GTEX-14A6H-0526-SM-5NQAZ,GTEx_v8_Lung,GTEX-14A6H,TRUE,2,Within-material training
GTEX-14ABY-1126-SM-5Q5F8,GTEx_v8_Lung,GTEX-14ABY,TRUE,2,Within-material training
GTEX-14AS3-0926-SM-5TDD6,GTEx_v8_Lung,GTEX-14AS3,TRUE,2,Within-material training
GTEX-14BIL-1226-SM-79OME,GTEx_v8_Lung,GTEX-14BIL,TRUE,2,Within-material training
GTEX-14BMU-0526-SM-73KW4,GTEx_v8_Lung,GTEX-14BMU,TRUE,2,Within-material training
GTEX-14BMV-0826-SM-73KXU,GTEx_v8_Lung,GTEX-14BMV,TRUE,2,Within-material training
GTEX-14C39-0326-SM-5TDDX,GTEx_v8_Lung,GTEX-14C39,TRUE,2,Within-material training
GTEX-14C5O-1126-SM-5TDEH,GTEx_v8_Lung,GTEX-14C5O,TRUE,2,Within-material training
GTEX-14DAQ-0926-SM-793AZ,GTEx_v8_Lung,GTEX-14DAQ,TRUE,2,Within-material training
GTEX-14DAR-0226-SM-5S2PR,GTEx_v8_Lung,GTEX-14DAR,TRUE,2,Within-material training
GTEX-14E1K-0226-SM-62LDT,GTEx_v8_Lung,GTEX-14E1K,TRUE,2,Within-material training
GTEX-14E6C-1426-SM-5ZZWH,GTEx_v8_Lung,GTEX-14E6C,TRUE,2,Within-material training
GTEX-14E6D-1026-SM-5S2RS,GTEx_v8_Lung,GTEX-14E6D,TRUE,2,Within-material training
GTEX-14E6E-0426-SM-73KUE,GTEx_v8_Lung,GTEX-14E6E,TRUE,2,Within-material training
GTEX-14E7W-1326-SM-5RQIV,GTEx_v8_Lung,GTEX-14E7W,TRUE,2,Within-material training
GTEX-14JG1-0926-SM-5YY8W,GTEx_v8_Lung,GTEX-14JG1,TRUE,2,Within-material test
GTEX-14JG6-0326-SM-6AJBT,GTEx_v8_Lung,GTEX-14JG6,TRUE,2,Within-material training
GTEX-14JIY-1326-SM-6AJB3,GTEx_v8_Lung,GTEX-14JIY,TRUE,2,Within-material training
GTEX-14LLW-0726-SM-5ZZVV,GTEx_v8_Lung,GTEX-14LLW,TRUE,2,Within-material test
GTEX-14LZ3-0726-SM-5YYAB,GTEx_v8_Lung,GTEX-14LZ3,TRUE,2,Within-material test
GTEX-14PHY-0526-SM-664NM,GTEx_v8_Lung,GTEX-14PHY,TRUE,2,Within-material training
GTEX-14PJ4-0626-SM-6AJBS,GTEx_v8_Lung,GTEX-14PJ4,TRUE,2,Within-material training
GTEX-14PJ5-0226-SM-5YY99,GTEx_v8_Lung,GTEX-14PJ5,TRUE,2,Within-material training
GTEX-14PJM-0926-SM-6AJ9Y,GTEx_v8_Lung,GTEX-14PJM,TRUE,2,Within-material training
GTEX-14PJO-0926-SM-686YT,GTEx_v8_Lung,GTEX-14PJO,TRUE,2,Within-material training
GTEX-14PK6-0326-SM-6AJ9S,GTEx_v8_Lung,GTEX-14PK6,TRUE,2,Within-material training
GTEX-14PQA-1126-SM-7KUM4,GTEx_v8_Lung,GTEX-14PQA,TRUE,2,Within-material training
GTEX-14XAO-0526-SM-6AJB7,GTEx_v8_Lung,GTEX-14XAO,TRUE,2,Within-material training
GTEX-15CHC-0226-SM-5YYBB,GTEx_v8_Lung,GTEX-15CHC,TRUE,2,Within-material training
GTEX-15CHR-0726-SM-7EPHG,GTEx_v8_Lung,GTEX-15CHR,TRUE,2,Within-material training
GTEX-15D1Q-0526-SM-6AJAY,GTEx_v8_Lung,GTEX-15D1Q,TRUE,2,Within-material test
GTEX-15EOM-5010-SM-7P8PA,GTEx_v8_Lung,GTEX-15EOM,TRUE,2,Within-material training
GTEX-15ER7-0926-SM-7KUMG,GTEx_v8_Lung,GTEX-15ER7,TRUE,2,Within-material training
GTEX-15EU6-1226-SM-6AJBE,GTEx_v8_Lung,GTEX-15EU6,TRUE,2,Within-material test
GTEX-15FZZ-0326-SM-6M48O,GTEx_v8_Lung,GTEX-15FZZ,TRUE,2,Within-material training
GTEX-15G1A-0426-SM-6M468,GTEx_v8_Lung,GTEX-15G1A,TRUE,2,Within-material test
GTEX-15RIE-0326-SM-6PAMC,GTEx_v8_Lung,GTEX-15RIE,TRUE,2,Within-material training
GTEX-15RJ7-0626-SM-6M47V,GTEx_v8_Lung,GTEX-15RJ7,TRUE,2,Within-material training
GTEX-15RJE-1026-SM-6M46X,GTEx_v8_Lung,GTEX-15RJE,TRUE,2,Within-material training
GTEX-15SB6-0426-SM-6LPJ5,GTEx_v8_Lung,GTEX-15SB6,TRUE,2,Within-material test
GTEX-15SHV-0326-SM-6M475,GTEx_v8_Lung,GTEX-15SHV,TRUE,2,Within-material training
GTEX-15SHW-0926-SM-6LPIO,GTEx_v8_Lung,GTEX-15SHW,TRUE,2,Within-material test
GTEX-15SKB-0826-SM-7KUFB,GTEx_v8_Lung,GTEX-15SKB,TRUE,2,Within-material training
GTEX-15UKP-1926-SM-6LPI9,GTEx_v8_Lung,GTEX-15UKP,TRUE,2,Within-material test
GTEX-169BO-0226-SM-79OL1,GTEx_v8_Lung,GTEX-169BO,TRUE,2,Within-material training
GTEX-16AAH-0426-SM-7DUFM,GTEx_v8_Lung,GTEX-16AAH,TRUE,2,Within-material test
GTEX-16GPK-1826-SM-7MGW5,GTEx_v8_Lung,GTEX-16GPK,TRUE,2,Within-material training
GTEX-16MT8-1026-SM-6LPK1,GTEx_v8_Lung,GTEX-16MT8,TRUE,2,Within-material training
GTEX-16MTA-1226-SM-7KULL,GTEx_v8_Lung,GTEX-16MTA,TRUE,2,Within-material training
GTEX-16NGA-0226-SM-718AI,GTEx_v8_Lung,GTEX-16NGA,TRUE,2,Within-material test
GTEX-16XZZ-0926-SM-7DHLI,GTEx_v8_Lung,GTEX-16XZZ,TRUE,2,Within-material training
GTEX-16Z82-1026-SM-6M48A,GTEx_v8_Lung,GTEX-16Z82,TRUE,2,Within-material training
GTEX-178AV-0326-SM-6LPJF,GTEx_v8_Lung,GTEX-178AV,TRUE,2,Within-material training
GTEX-17EVP-0726-SM-7EWDX,GTEx_v8_Lung,GTEX-17EVP,TRUE,2,Within-material training
GTEX-17EVQ-1526-SM-79ONG,GTEx_v8_Lung,GTEX-17EVQ,TRUE,2,Within-material training
GTEX-17F96-0626-SM-793CC,GTEx_v8_Lung,GTEX-17F96,TRUE,2,Within-material training
GTEX-17F98-0226-SM-793BV,GTEx_v8_Lung,GTEX-17F98,TRUE,2,Within-material training
GTEX-17F9Y-1026-SM-7IGO4,GTEx_v8_Lung,GTEX-17F9Y,TRUE,2,Within-material test
GTEX-17GQL-0726-SM-731BL,GTEx_v8_Lung,GTEX-17GQL,TRUE,2,Within-material training
GTEX-17HG3-0326-SM-7IGP4,GTEx_v8_Lung,GTEX-17HG3,TRUE,2,Within-material training
GTEX-17HGU-0926-SM-79OKO,GTEx_v8_Lung,GTEX-17HGU,TRUE,2,Within-material training
GTEX-17HHE-0626-SM-7DHL6,GTEx_v8_Lung,GTEX-17HHE,TRUE,2,Within-material training
GTEX-17HII-0926-SM-79ON7,GTEx_v8_Lung,GTEX-17HII,TRUE,2,Within-material training
GTEX-17JCI-1526-SM-7IGOQ,GTEx_v8_Lung,GTEX-17JCI,TRUE,2,Within-material training
GTEX-17KNJ-0926-SM-7IGP2,GTEx_v8_Lung,GTEX-17KNJ,TRUE,2,Within-material training
GTEX-17MF6-0826-SM-7LT8F,GTEx_v8_Lung,GTEX-17MF6,TRUE,2,Within-material training
