RowOrder,PXD,SampleGroup,Category,DisplayGroup,Dataset,SampleID,ConditionLabel,SampleClass,ObservationType,SourceMode,SourceFile,Pathway,PositiveProteinCount,NegativeProteinCount,AnyPathwayProteinCount,KlaDdrProteinCount,PositiveFraction,NegativeFraction,SignedFraction
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP2,NSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,HR,7,0,7,22,0.318181818181818,0,0.318181818181818
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP2,NSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,AEJ,0,1,1,22,0,0.0454545454545455,-0.0454545454545455
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP2,NSP2,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NHEJ,7,0,7,22,0.318181818181818,0,0.318181818181818
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP3,NSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,BER,3,0,3,18,0.166666666666667,0,0.166666666666667
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP3,NSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NER,1,0,1,18,0.0555555555555556,0,0.0555555555555556
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP3,NSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,MMR,1,0,1,18,0.0555555555555556,0,0.0555555555555556
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP3,NSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,FA,0,0,0,18,0,0,0
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP3,NSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,HR,6,0,6,18,0.333333333333333,0,0.333333333333333
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP3,NSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,AEJ,0,0,0,18,0,0,0
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP3,NSP3,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NHEJ,5,0,5,18,0.277777777777778,0,0.277777777777778
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP4,NSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,BER,3,0,3,19,0.157894736842105,0,0.157894736842105
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP4,NSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NER,1,0,1,19,0.0526315789473684,0,0.0526315789473684
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP4,NSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,MMR,1,0,1,19,0.0526315789473684,0,0.0526315789473684
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP4,NSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,FA,1,0,1,19,0.0526315789473684,0,0.0526315789473684
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP4,NSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,HR,6,0,6,19,0.315789473684211,0,0.315789473684211
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP4,NSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,AEJ,0,0,0,19,0,0,0
4,PXD046800,adjacent skin,normal_tissue,Adjacent skin tissue,Lactylome (Kla),NSP4,NSP4,replicate,sample,deposited_sample_table,PXD046800/search_results/HFX2_LFQ_QB001_Lacty_PeptideGroups.txt,NHEJ,4,0,4,19,0.210526315789474,0,0.210526315789474
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H072,H072,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,BER,5,0,5,29,0.172413793103448,0,0.172413793103448
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H072,H072,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,NER,2,0,2,29,0.0689655172413793,0,0.0689655172413793
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H072,H072,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,MMR,3,0,3,29,0.103448275862069,0,0.103448275862069
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H072,H072,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,FA,1,0,1,29,0.0344827586206897,0,0.0344827586206897
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H072,H072,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,HR,7,1,8,29,0.241379310344828,0.0344827586206897,0.206896551724138
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H072,H072,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,AEJ,1,0,1,29,0.0344827586206897,0,0.0344827586206897
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H072,H072,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,NHEJ,12,0,12,29,0.413793103448276,0,0.413793103448276
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H081,H081,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,BER,5,0,5,29,0.172413793103448,0,0.172413793103448
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H081,H081,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,NER,2,0,2,29,0.0689655172413793,0,0.0689655172413793
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H081,H081,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,MMR,3,0,3,29,0.103448275862069,0,0.103448275862069
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H081,H081,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,FA,1,0,1,29,0.0344827586206897,0,0.0344827586206897
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H081,H081,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,HR,7,1,8,29,0.241379310344828,0.0344827586206897,0.206896551724138
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H081,H081,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,AEJ,1,0,1,29,0.0344827586206897,0,0.0344827586206897
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H081,H081,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,NHEJ,12,0,12,29,0.413793103448276,0,0.413793103448276
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H187,H187,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,BER,5,0,5,29,0.172413793103448,0,0.172413793103448
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H187,H187,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,NER,2,0,2,29,0.0689655172413793,0,0.0689655172413793
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H187,H187,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,MMR,3,0,3,29,0.103448275862069,0,0.103448275862069
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H187,H187,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,FA,1,0,1,29,0.0344827586206897,0,0.0344827586206897
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H187,H187,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,HR,7,1,8,29,0.241379310344828,0.0344827586206897,0.206896551724138
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H187,H187,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,AEJ,1,0,1,29,0.0344827586206897,0,0.0344827586206897
5,PXD050470,human hippocampus,normal_tissue,Human hippocampus tissue,Lactylome (Kla),H187,H187,replicate,sample,deposited_supplementary_table,PXD050470/supplementary/prca2331-sup-0005-tables3.xlsx,NHEJ,12,0,12,29,0.413793103448276,0,0.413793103448276
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_1,Con_1,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,BER,3,0,3,9,0.333333333333333,0,0.333333333333333
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_1,Con_1,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,NER,0,0,0,9,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_1,Con_1,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,MMR,0,0,0,9,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_1,Con_1,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,FA,0,0,0,9,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_1,Con_1,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,HR,2,0,2,9,0.222222222222222,0,0.222222222222222
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_1,Con_1,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,AEJ,0,0,0,9,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_1,Con_1,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,NHEJ,5,0,5,9,0.555555555555556,0,0.555555555555556
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_2,Con_2,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,BER,2,0,2,9,0.222222222222222,0,0.222222222222222
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_2,Con_2,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,NER,0,0,0,9,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_2,Con_2,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,MMR,0,0,0,9,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_2,Con_2,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,FA,0,0,0,9,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_2,Con_2,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,HR,2,0,2,9,0.222222222222222,0,0.222222222222222
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_2,Con_2,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,AEJ,0,0,0,9,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_2,Con_2,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,NHEJ,5,0,5,9,0.555555555555556,0,0.555555555555556
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_3,Con_3,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,BER,2,0,2,7,0.285714285714286,0,0.285714285714286
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_3,Con_3,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,NER,0,0,0,7,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_3,Con_3,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,MMR,0,0,0,7,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_3,Con_3,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,FA,0,0,0,7,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_3,Con_3,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,HR,0,0,0,7,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_3,Con_3,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,AEJ,0,0,0,7,0,0,0
6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Lactylome (Kla),Con_3,Con_3,replicate,sample,deposited_sample_table,PXD063047/search_results/extracted/combined/txt/La (K)Sites.txt,NHEJ,2,0,2,7,0.285714285714286,0,0.285714285714286
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 1,Rep 1,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,BER,0,0,0,5,0,0,0
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 1,Rep 1,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,NER,0,0,0,5,0,0,0
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 1,Rep 1,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,MMR,0,0,0,5,0,0,0
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 1,Rep 1,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,FA,1,0,1,5,0.2,0,0.2
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 1,Rep 1,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,HR,1,0,1,5,0.2,0,0.2
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 1,Rep 1,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,AEJ,0,0,0,5,0,0,0
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 1,Rep 1,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,NHEJ,0,0,0,5,0,0,0
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 2,Rep 2,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,BER,0,0,0,7,0,0,0
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 2,Rep 2,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,NER,0,0,0,7,0,0,0
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 2,Rep 2,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,MMR,0,0,0,7,0,0,0
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 2,Rep 2,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,FA,2,0,2,7,0.285714285714286,0,0.285714285714286
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 2,Rep 2,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,HR,2,0,2,7,0.285714285714286,0,0.285714285714286
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 2,Rep 2,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,AEJ,1,0,1,7,0.142857142857143,0,0.142857142857143
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 2,Rep 2,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,NHEJ,1,0,1,7,0.142857142857143,0,0.142857142857143
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 3,Rep 3,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,BER,0,0,0,7,0,0,0
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 3,Rep 3,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,NER,0,0,0,7,0,0,0
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 3,Rep 3,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,MMR,0,0,0,7,0,0,0
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 3,Rep 3,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,FA,2,0,2,7,0.285714285714286,0,0.285714285714286
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 3,Rep 3,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,HR,2,0,2,7,0.285714285714286,0,0.285714285714286
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 3,Rep 3,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,AEJ,1,0,1,7,0.142857142857143,0,0.142857142857143
7,PXD064912,human sperm,normal_tissue,Human sperm,Lactylome (Kla),Rep 3,Rep 3,replicate,sample,deposited_supplementary_table,PXD064912/supplementary/europepmc/mmc1.xlsx,NHEJ,1,0,1,7,0.142857142857143,0,0.142857142857143
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT1,NAT1,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,BER,20,0,20,140,0.142857142857143,0,0.142857142857143
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT1,NAT1,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,NER,16,0,16,140,0.114285714285714,0,0.114285714285714
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT1,NAT1,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,MMR,10,0,10,140,0.0714285714285714,0,0.0714285714285714
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT1,NAT1,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,FA,7,0,7,140,0.05,0,0.05
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT1,NAT1,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,HR,57,6,63,140,0.407142857142857,0.0428571428571429,0.364285714285714
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT1,NAT1,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,AEJ,12,5,17,140,0.0857142857142857,0.0357142857142857,0.05
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT1,NAT1,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,NHEJ,39,6,45,140,0.278571428571429,0.0428571428571429,0.235714285714286
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT2,NAT2,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,BER,19,0,19,133,0.142857142857143,0,0.142857142857143
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT2,NAT2,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,NER,15,0,15,133,0.112781954887218,0,0.112781954887218
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT2,NAT2,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,MMR,9,0,9,133,0.0676691729323308,0,0.0676691729323308
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT2,NAT2,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,FA,7,0,7,133,0.0526315789473684,0,0.0526315789473684
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT2,NAT2,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,HR,52,6,58,133,0.390977443609023,0.0451127819548872,0.345864661654135
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT2,NAT2,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,AEJ,13,4,17,133,0.0977443609022556,0.0300751879699248,0.0676691729323308
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT2,NAT2,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,NHEJ,37,4,41,133,0.278195488721805,0.0300751879699248,0.24812030075188
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT3,NAT3,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,BER,18,0,18,129,0.13953488372093,0,0.13953488372093
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT3,NAT3,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,NER,14,0,14,129,0.108527131782946,0,0.108527131782946
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT3,NAT3,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,MMR,9,0,9,129,0.0697674418604651,0,0.0697674418604651
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT3,NAT3,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,FA,7,0,7,129,0.0542635658914729,0,0.0542635658914729
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT3,NAT3,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,HR,50,6,56,129,0.387596899224806,0.0465116279069768,0.34108527131783
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT3,NAT3,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,AEJ,12,3,15,129,0.0930232558139535,0.0232558139534884,0.0697674418604651
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT3,NAT3,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,NHEJ,36,5,41,129,0.27906976744186,0.0387596899224806,0.24031007751938
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT4,NAT4,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,BER,19,0,19,131,0.145038167938931,0,0.145038167938931
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT4,NAT4,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,NER,14,0,14,131,0.106870229007634,0,0.106870229007634
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Lactylome (Kla),NAT4,NAT4,replicate,sample,deposited_spectronaut_table,PXD066054/search_results/extracted/PLa/XB08700B1DPLa_-PTMSiteReport.tsv,MMR,9,0,9,131,0.0687022900763359,0,0.0687022900763359
